JT_ID,Job_Title,Titre_de_poste,Job_Function,Fonction_professionnelle,Job_Family,Famille_d'emplois,Managerial_Level,Niveau_de_gestion,2016_NOC_UID,2016_NOC_Title,2016_CNP_Titre,2021_NOC_UID,2021_NOC_Title,2021_CNP_Titre,Match_Key,PSES_Subset_Mapping,Job_Bank_GC,NOC match,"Change to ""title"" / ""NOC""",GEDS_adv search - title/contains (where JobBank=n),,Other consideration,Alternate option_Job Title / Consideration,Alt op_JT secondary
69,Regulatory Affairs Officer,Agent(e) des affaires réglementaires,Administration,Administration,General Administration,Administration générale,Employee,Employé(e),1122,1122 Professional occupations in business management consulting,1122 Professionnels / professionnelles des services-conseils en gestion aux entreprises,11201,Professional occupations in business management consulting,Professionnels / professionnelles des services-conseils en gestion aux entreprises,69,Non-supervisor,y,y,Regulatory Affairs Officer in Canada | Labour Market Facts and Figures - Job Bank,y,"n=296, types; Snr, Jr, ",,,
70,Researcher,Chercheur(euse),Administration,Administration,Innovation and Change Management,Gestion de l'innovation et du changement,Employee,Employé(e),4162,4162 Economists and economic policy researchers and analysts,"4162 Économistes, recherchistes et analystes des politiques économiques",41401,Economists and economic policy researchers and analysts,"Économistes, recherchistes et analystes des politiques économiques",70,Non-supervisor,n,,,y,"n=590, types +++, Social, Snr Anal/Reserch & Manager",Many options for Researcher -….,,
71,Travel Administrator,Administrateur(rice) de voyages,Administration,Administration,Travel Services,Services de voyage,Employee,Employé(e),6521,6521 Travel counsellors,6521 Conseillers / conseillères en voyages,64310,Travel counsellors,Conseillers / conseillères en voyages,71,Non-supervisor,n,y,Travel Agent in Canada | Labour Market Facts and Figures - Job Bank,y,n=1,,,
72,Travel Claims Officer,Agent(e) des demandes de remboursement de frais de voyage,Administration,Administration,Travel Services,Services de voyage,Employee,Employé(e),6521,6521 Travel counsellors,6521 Conseillers / conseillères en voyages,64310,Travel counsellors,Conseillers / conseillères en voyages,72,Non-supervisor,n,,,n,,,,
73,Travel Clerk,Commis aux voyages,Administration,Administration,Travel Services,Services de voyage,Employee,Employé(e),6521,6521 Travel counsellors,6521 Conseillers / conseillères en voyages,64310,Travel counsellors,Conseillers / conseillères en voyages,73,Non-supervisor,n,y,Travel Agent in Canada | Labour Market Facts and Figures - Job Bank,y,"n=8, types, Accounts and Travel Clerk, Training Travel Clerk, etc.",,,
74,User Experience Designer,Concepteur(rice) d'expérience utilisateur,Administration,Administration,Innovation and Change Management,Gestion de l'innovation et du changement,Employee,Employé(e),5241,5241 Graphic designers and illustrators,5241 Designers graphiques et illustrateurs / illustratrices,52120,Graphic designers and illustrators,Designers graphiques et illustrateurs / illustratrices,74,Non-supervisor,y,y,User Experience Designer in Canada | Labour Market Facts and Figures - Job Bank,y,"n=15, some types, UI/UX User Exp Des, E-Learning &..",,,
75,Steward,Intendant(e),Administration,Administration,Hospitality,De l'accueil ,Employee,Employé(e),6721,"6721 Support occupations in accommodation, travel and facilities set-up services","6721 Personnel de soutien en services d'hébergement, de voyage et en services de montage d'installation",65210,"Support occupations in accommodation, travel and facilities set-up services","Personnel de soutien en services d'hébergement, de voyage et en services de montage d'installation",75,Non-supervisor,n,,,y,"n=69,  many types >>> Animal, Data, Coastal, etc.",Many options for Steward - … ,,
76,Anthropologist,Anthropologue,Arts and Social Sciences,Arts et sciences sociales,General Arts and Social Sciences,Arts généraux et sciences sociales,Employee,Employé(e),4169,"4169 Other professional occupations in social science, n.e.c.","4169 Autres professionnels / professionnelles des sciences sociales, n.c.a.",41409,Other professional occupations in social science,Autres professionnels / professionnelles des sciences sociales,76,Non-supervisor,y,y,Anthropologist in Canada | Labour Market Facts and Figures - Job Bank,y,"n=1, Social Anthro",,,
77,Applied Psychologist,Psychologue appliqué(e),Arts and Social Sciences,Arts et sciences sociales,General Arts and Social Sciences,Arts généraux et sciences sociales,Employee,Employé(e),4151,4151 Psychologists,4151 Psychologues,31200,Psychologists,Psychologues,77,Non-supervisor,n,y,Psychologist in Canada | Labour Market Facts and Figures - Job Bank,n,,,,
78,Archaeologist,Archéologue,Arts and Social Sciences,Arts et sciences sociales,General Arts and Social Sciences,Arts généraux et sciences sociales,Employee,Employé(e),4169,"4169 Other professional occupations in social science, n.e.c.","4169 Autres professionnels / professionnelles des sciences sociales, n.c.a.",41409,Other professional occupations in social science,Autres professionnels / professionnelles des sciences sociales,78,Non-supervisor,y,y,Archaeologist in Canada | Labour Market Facts and Figures - Job Bank,y,n=23,,,
79,Arts and Social Sciences Assistant,Adjoint(e) en arts et sciences sociales,Arts and Social Sciences,Arts et sciences sociales,General Arts and Social Sciences,Arts généraux et sciences sociales,Employee,Employé(e),4164,"4164 Social policy researchers, consultants and program officers","4164 Recherchistes, experts-conseils / expertes-conseils et agents / agentes de programmes en politiques sociales",41403,"Social policy researchers, consultants and program officers","Recherchistes, experts-conseils / expertes-conseils et agents / agentes de programmes en politiques sociales",79,Non-supervisor,n,,,n,,,,
80,Arts and Social Sciences Policy Analyst,Analyste politique en arts et sciences sociales,Arts and Social Sciences,Arts et sciences sociales,General Arts and Social Sciences,Arts généraux et sciences sociales,Employee,Employé(e),4164,"4164 Social policy researchers, consultants and program officers","4164 Recherchistes, experts-conseils / expertes-conseils et agents / agentes de programmes en politiques sociales",41403,"Social policy researchers, consultants and program officers","Recherchistes, experts-conseils / expertes-conseils et agents / agentes de programmes en politiques sociales",80,Non-supervisor,n,,,n,,,,
81,Assistant Conservator,Conservateur(rice) adjoint(e),Arts and Social Sciences,Arts et sciences sociales,History and Heritage,Histoire et patrimoine,Employee,Employé(e),5112,5112 Conservators and curators,5112 Restaurateurs / restauratrices et conservateurs / conservatrices,51101,Conservators and curators,Restaurateurs / restauratrices et conservateurs / conservatrices,81,Non-supervisor,y,y,Assistant Curator in Canada | Labour Market Facts and Figures - Job Bank,y,n=4,,,
82,Behavioural Scientist,Scientifique du comportement,Arts and Social Sciences,Arts et sciences sociales,Economics,Science économique,Employee,Employé(e),4169,"4169 Other professional occupations in social science, n.e.c.","4169 Autres professionnels / professionnelles des sciences sociales, n.c.a.",41409,Other professional occupations in social science,Autres professionnels / professionnelles des sciences sociales,82,Non-supervisor,n,,,y,n=6,,,
83,Conservation Scientist,Scientifique en conservation,Arts and Social Sciences,Arts et sciences sociales,History and Heritage,Histoire et patrimoine,Employee,Employé(e),5112,5112 Conservators and curators,5112 Restaurateurs / restauratrices et conservateurs / conservatrices,51101,Conservators and curators,Restaurateurs / restauratrices et conservateurs / conservatrices,83,Non-supervisor,n,,,y,n=11 ,,,
84,Conservator - Museum,Restaurateur(rice) - muséologie,Arts and Social Sciences,Arts et sciences sociales,History and Heritage,Histoire et patrimoine,Employee,Employé(e),5112,5112 Conservators and curators,5112 Restaurateurs / restauratrices et conservateurs / conservatrices,51101,Conservators and curators,Restaurateurs / restauratrices et conservateurs / conservatrices,84,Non-supervisor,y,y,Conservator - Museum in Canada | Labour Market Facts and Figures - Job Bank,n,,Many types of Conservator in GEDS,,
85,Curator,Conservateur(trice),Arts and Social Sciences,Arts et sciences sociales,History and Heritage,Histoire et patrimoine,Employee,Employé(e),5112,5112 Conservators and curators,5112 Restaurateurs / restauratrices et conservateurs / conservatrices,51101,Conservators and curators,Restaurateurs / restauratrices et conservateurs / conservatrices,85,Non-supervisor,y,y,Curator in Canada | Labour Market Facts and Figures - Job Bank,y,n=70,,,
86,Director - Arts and Social Sciences,Directeur(rice) - Arts et sciences sociales,Arts and Social Sciences,Arts et sciences sociales,General Arts and Social Sciences,Arts généraux et sciences sociales,Director or equivalent,Directeur(rice) ou équivalent,0511,"0511 Library, archive, museum and art gallery managers","0511 Directeurs / directrices de bibliothèques, des archives, de musées et de galeries d'art",50010,"Library, archive, museum and art gallery managers","Directeurs / directrices de bibliothèques, des archives, de musées et de galeries d'art",86,Executive,n,,,n,,,,
